"","X","Unit","Date","ID","Year","Month","Individual","INJ","TA","takeover.date","time.since.takeover","Sex","DOB","Age","AgeCat","T.State.Date","T.State","I.State.Date","I.State","to_yn","next.takeover","time.to.takeover"
"5469","5889","V","2013-10-01","VAL","2013","10","Valerie",0,"FALSE","4/1/11","130.571429","FALSE","2001-03-01","12.577291","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",143.428571428571
"5470","5894","V","2013-11-01","VAL","2013","11","Valerie",0,"FALSE","4/1/11","135.000000","FALSE","2001-03-01","12.662107","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",139
"5471","5900","V","2013-12-01","VAL","2013","12","Valerie",0,"FALSE","4/1/11","139.285714","FALSE","2001-03-01","12.744186","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",134.714285714286
"5472","5910","V","2014-01-01","VAL","2014"," 1","Valerie",0,"FALSE","4/1/11","143.714286","FALSE","2001-03-01","12.829001","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",130.285714285714
"5473","5916","V","2014-02-01","VAL","2014"," 2","Valerie",0,"FALSE","4/1/11","148.142857","FALSE","2001-03-01","12.913817","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",125.857142857143
"5474","5927","V","2014-03-01","VAL","2014"," 3","Valerie",0,"FALSE","4/1/11","152.142857","FALSE","2001-03-01","12.990424","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",121.857142857143
"5475","5929","V","2014-04-01","VAL","2014"," 4","Valerie",0,"FALSE","4/1/11","156.571429","FALSE","2001-03-01","13.075239","A","3/3/11","Cycling","12/20/11","Lactating","N","2016-07-01",117.428571428571
"5476","5935","V","2014-05-01","VAL","2014"," 5","Valerie",0,"FALSE","4/1/11","160.857143","FALSE","2001-03-01","13.157319","A","3/3/11","Cycling","4/18/14","Cycling","N","2016-07-01",113.142857142857
"5477","5943","V","2014-06-01","VAL","2014"," 6","Valerie",0,"FALSE","4/1/11","165.285714","FALSE","2001-03-01","13.242134","A","3/3/11","Cycling","4/18/14","Cycling","N","2016-07-01",108.714285714286
"5478","5952","V","2014-07-01","VAL","2014"," 7","Valerie",0,"FALSE","4/1/11","169.571429","FALSE","2001-03-01","13.324213","A","3/3/11","Cycling","6/3/14","Pregnant","N","2016-07-01",104.428571428571
"5479","5959","V","2014-08-01","VAL","2014"," 8","Valerie",0,"FALSE","4/1/11","174.000000","FALSE","2001-03-01","13.409029","A","3/3/11","Cycling","6/3/14","Pregnant","N","2016-07-01",100
"5480","5966","V","2014-09-01","VAL","2014"," 9","Valerie",0,"FALSE","4/1/11","178.428571","FALSE","2001-03-01","13.493844","A","3/3/11","Cycling","6/3/14","Pregnant","N","2016-07-01",95.5714285714286
"5481","5971","V","2014-10-01","VAL","2014","10","Valerie",0,"FALSE","4/1/11","182.714286","FALSE","2001-03-01","13.575923","A","3/3/11","Cycling","6/3/14","Pregnant","N","2016-07-01",91.2857142857143
"5482","5978","V","2014-11-01","VAL","2014","11","Valerie",0,"FALSE","4/1/11","187.142857","FALSE","2001-03-01","13.660739","A","3/3/11","Cycling","6/3/14","Pregnant","N","2016-07-01",86.8571428571429
"5483","5989","V","2014-12-01","VAL","2014","12","Valerie",0,"FALSE","4/1/11","191.428571","FALSE","2001-03-01","13.742818","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",82.5714285714286
"5484","5992","V","2015-01-01","VAL","2015"," 1","Valerie",0,"FALSE","4/1/11","195.857143","FALSE","2001-03-01","13.827633","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",78.1428571428571
"5485","5998","V","2015-02-01","VAL","2015"," 2","Valerie",0,"FALSE","4/1/11","200.285714","FALSE","2001-03-01","13.912449","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",73.7142857142857
"5486","6007","V","2015-03-01","VAL","2015"," 3","Valerie",0,"FALSE","4/1/11","204.285714","FALSE","2001-03-01","13.989056","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",69.7142857142857
"5487","6015","V","2015-04-01","VAL","2015"," 4","Valerie",0,"FALSE","4/1/11","208.714286","FALSE","2001-03-01","14.073871","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",65.2857142857143
"5488","6021","V","2015-05-01","VAL","2015"," 5","Valerie",0,"FALSE","4/1/11","213.000000","FALSE","2001-03-01","14.155951","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",61
"5489","6031","V","2015-06-01","VAL","2015"," 6","Valerie",0,"FALSE","4/1/11","217.428571","FALSE","2001-03-01","14.240766","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",56.5714285714286
"5490","6037","V","2015-07-01","VAL","2015"," 7","Valerie",0,"FALSE","4/1/11","221.714286","FALSE","2001-03-01","14.322845","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",52.2857142857143
"5491","6046","V","2015-08-01","VAL","2015"," 8","Valerie",0,"FALSE","4/1/11","226.142857","FALSE","2001-03-01","14.407661","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",47.8571428571429
"5492","6052","V","2015-09-01","VAL","2015"," 9","Valerie",0,"FALSE","4/1/11","230.571429","FALSE","2001-03-01","14.492476","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",43.4285714285714
"5493","6055","V","2015-10-01","VAL","2015","10","Valerie",0,"FALSE","4/1/11","234.857143","FALSE","2001-03-01","14.574555","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",39.1428571428571
"5494","6067","V","2015-11-01","VAL","2015","11","Valerie",0,"FALSE","4/1/11","239.285714","FALSE","2001-03-01","14.659371","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",34.7142857142857
"5495","6074","V","2015-12-01","VAL","2015","12","Valerie",0,"FALSE","4/1/11","243.571429","FALSE","2001-03-01","14.741450","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",30.4285714285714
"5496","6080","V","2016-01-01","VAL","2016"," 1","Valerie",0,"FALSE","4/1/11","248.000000","FALSE","2001-03-01","14.826265","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",26
"5497","6083","V","2016-02-01","VAL","2016"," 2","Valerie",0,"FALSE","4/1/11","252.428571","FALSE","2001-03-01","14.911081","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",21.5714285714286
"5498","6093","V","2016-03-01","VAL","2016"," 3","Valerie",0,"FALSE","4/1/11","256.571429","FALSE","2001-03-01","14.990424","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",17.4285714285714
"5499","6102","V","2016-04-01","VAL","2016"," 4","Valerie",0,"FALSE","4/1/11","261.000000","FALSE","2001-03-01","15.075239","A","3/3/11","Cycling","11/30/14","Lactating","N","2016-07-01",13
"5503","6176","V","2017-05-01","VAL","2017"," 5","Valerie",0,"FALSE","7/1/16"," 43.428571","FALSE","2001-03-01","16.155951","A","4/16/16","Cycling","4/16/16","Cycling","N",NA,NA
"5504","6187","V","2017-06-01","VAL","2017"," 6","Valerie",0,"FALSE","7/1/16"," 47.857143","FALSE","2001-03-01","16.240766","A","4/16/16","Cycling","4/16/16","Cycling","N",NA,NA
"5505","6191","V","2017-07-01","VAL","2017"," 7","Valerie",0,"FALSE","7/1/16"," 52.142857","FALSE","2001-03-01","16.322845","A","4/16/16","Cycling","4/16/16","Cycling","N",NA,NA
"5506","6197","V","2017-08-01","VAL","2017"," 8","Valerie",0,"FALSE","7/1/16"," 56.571429","FALSE","2001-03-01","16.407661","A","4/16/16","Cycling","4/16/16","Cycling","N",NA,NA
"5507","6205","V","2017-09-01","VAL","2017"," 9","Valerie",0,"FALSE","7/1/16"," 61.000000","FALSE","2001-03-01","16.492476","A","4/16/16","Cycling","4/16/16","Cycling","N",NA,NA
"5508","5667","V","2011-03-01","VAM","2011"," 3","Vampire",0,"FALSE","3/1/11","  0.000000","FALSE","2001-12-01"," 9.239398","A","1/25/10","Lactating","1/25/10","Lactating","Y","2011-04-01",4.42857142857143
"5509","5689","V","2011-06-01","VAM","2011"," 6","Vampire",0,"FALSE","4/1/11","  8.714286","FALSE","2001-12-01"," 9.491108","A","3/9/11","Cycling","3/9/11","Cycling","Y","2016-07-01",265.285714285714
"5510","5694","V","2011-07-01","VAM","2011"," 7","Vampire",0,"FALSE","4/1/11"," 13.000000","FALSE","2001-12-01"," 9.573187","A","3/9/11","Cycling","3/9/11","Cycling","Y","2016-07-01",261
"5511","5703","V","2011-08-01","VAM","2011"," 8","Vampire",0,"FALSE","4/1/11"," 17.428571","FALSE","2001-12-01"," 9.658003","A","3/9/11","Cycling","7/30/11","Pregnant","N","2016-07-01",256.571428571429
"5512","5708","V","2011-09-01","VAM","2011"," 9","Vampire",0,"FALSE","4/1/11"," 21.857143","FALSE","2001-12-01"," 9.742818","A","3/9/11","Cycling","7/30/11","Pregnant","N","2016-07-01",252.142857142857
"5513","5715","V","2011-10-01","VAM","2011","10","Vampire",0,"FALSE","4/1/11"," 26.142857","FALSE","2001-12-01"," 9.824897","A","3/9/11","Cycling","7/30/11","Pregnant","N","2016-07-01",247.857142857143
"5514","5723","V","2011-11-01","VAM","2011","11","Vampire",0,"FALSE","4/1/11"," 30.571429","FALSE","2001-12-01"," 9.909713","A","3/9/11","Cycling","7/30/11","Pregnant","N","2016-07-01",243.428571428571
"5515","5729","V","2011-12-01","VAM","2011","12","Vampire",0,"FALSE","4/1/11"," 34.857143","FALSE","2001-12-01"," 9.991792","A","3/9/11","Cycling","7/30/11","Pregnant","N","2016-07-01",239.142857142857
"5516","5738","V","2012-01-01","VAM","2012"," 1","Vampire",0,"FALSE","4/1/11"," 39.285714","FALSE","2001-12-01","10.076607","A","3/9/11","Cycling","7/30/11","Pregnant","N","2016-07-01",234.714285714286
"5517","5742","V","2012-02-01","VAM","2012"," 2","Vampire",0,"FALSE","4/1/11"," 43.714286","FALSE","2001-12-01","10.161423","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",230.285714285714
"5518","5750","V","2012-03-01","VAM","2012"," 3","Vampire",0,"FALSE","4/1/11"," 47.857143","FALSE","2001-12-01","10.240766","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",226.142857142857
"5519","5753","V","2012-04-01","VAM","2012"," 4","Vampire",0,"FALSE","4/1/11"," 52.285714","FALSE","2001-12-01","10.325581","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",221.714285714286
"5520","5766","V","2012-05-01","VAM","2012"," 5","Vampire",0,"FALSE","4/1/11"," 56.571429","FALSE","2001-12-01","10.407661","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",217.428571428571
"5521","5770","V","2012-06-01","VAM","2012"," 6","Vampire",0,"FALSE","4/1/11"," 61.000000","FALSE","2001-12-01","10.492476","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",213
"5522","5774","V","2012-07-01","VAM","2012"," 7","Vampire",0,"FALSE","4/1/11"," 65.285714","FALSE","2001-12-01","10.574555","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",208.714285714286
"5523","5781","V","2012-08-01","VAM","2012"," 8","Vampire",0,"FALSE","4/1/11"," 69.714286","FALSE","2001-12-01","10.659371","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",204.285714285714
"5524","5788","V","2012-09-01","VAM","2012"," 9","Vampire",0,"FALSE","4/1/11"," 74.142857","FALSE","2001-12-01","10.744186","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",199.857142857143
"5525","5799","V","2012-10-01","VAM","2012","10","Vampire",0,"FALSE","4/1/11"," 78.428571","FALSE","2001-12-01","10.826265","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",195.571428571429
"5526","5809","V","2012-11-01","VAM","2012","11","Vampire",0,"FALSE","4/1/11"," 82.857143","FALSE","2001-12-01","10.911081","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",191.142857142857
"5527","5816","V","2012-12-01","VAM","2012","12","Vampire",0,"FALSE","4/1/11"," 87.142857","FALSE","2001-12-01","10.993160","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",186.857142857143
"5528","5826","V","2013-01-01","VAM","2013"," 1","Vampire",0,"FALSE","4/1/11"," 91.571429","FALSE","2001-12-01","11.077975","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",182.428571428571
"5529","5830","V","2013-02-01","VAM","2013"," 2","Vampire",0,"FALSE","4/1/11"," 96.000000","FALSE","2001-12-01","11.162791","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",178
"5530","5835","V","2013-03-01","VAM","2013"," 3","Vampire",0,"FALSE","4/1/11","100.000000","FALSE","2001-12-01","11.239398","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",174
"5531","5845","V","2013-04-01","VAM","2013"," 4","Vampire",0,"FALSE","4/1/11","104.428571","FALSE","2001-12-01","11.324213","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",169.571428571429
"5532","5853","V","2013-05-01","VAM","2013"," 5","Vampire",0,"FALSE","4/1/11","108.714286","FALSE","2001-12-01","11.406293","A","3/9/11","Cycling","1/29/12","Lactating","N","2016-07-01",165.285714285714
"5533","5859","V","2013-06-01","VAM","2013"," 6","Vampire",0,"FALSE","4/1/11","113.142857","FALSE","2001-12-01","11.491108","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",160.857142857143
"5534","5868","V","2013-07-01","VAM","2013"," 7","Vampire",0,"FALSE","4/1/11","117.428571","FALSE","2001-12-01","11.573187","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",156.571428571429
"5535","5878","V","2013-08-01","VAM","2013"," 8","Vampire",0,"FALSE","4/1/11","121.857143","FALSE","2001-12-01","11.658003","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",152.142857142857
"5536","5881","V","2013-09-01","VAM","2013"," 9","Vampire",0,"FALSE","4/1/11","126.285714","FALSE","2001-12-01","11.742818","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",147.714285714286
"5537","5886","V","2013-10-01","VAM","2013","10","Vampire",0,"FALSE","4/1/11","130.571429","FALSE","2001-12-01","11.824897","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",143.428571428571
"5538","5896","V","2013-11-01","VAM","2013","11","Vampire",0,"FALSE","4/1/11","135.000000","FALSE","2001-12-01","11.909713","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",139
"5539","5903","V","2013-12-01","VAM","2013","12","Vampire",0,"FALSE","4/1/11","139.285714","FALSE","2001-12-01","11.991792","A","3/9/11","Cycling","5/3/13","Cycling","N","2016-07-01",134.714285714286
"5540","5912","V","2014-01-01","VAM","2014"," 1","Vampire",0,"FALSE","4/1/11","143.714286","FALSE","2001-12-01","12.076607","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",130.285714285714
"5541","5920","V","2014-02-01","VAM","2014"," 2","Vampire",0,"FALSE","4/1/11","148.142857","FALSE","2001-12-01","12.161423","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",125.857142857143
"5542","5922","V","2014-03-01","VAM","2014"," 3","Vampire",0,"FALSE","4/1/11","152.142857","FALSE","2001-12-01","12.238030","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",121.857142857143
"5543","5934","V","2014-04-01","VAM","2014"," 4","Vampire",0,"FALSE","4/1/11","156.571429","FALSE","2001-12-01","12.322845","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",117.428571428571
"5544","5940","V","2014-05-01","VAM","2014"," 5","Vampire",0,"FALSE","4/1/11","160.857143","FALSE","2001-12-01","12.404925","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",113.142857142857
"5545","5946","V","2014-06-01","VAM","2014"," 6","Vampire",0,"FALSE","4/1/11","165.285714","FALSE","2001-12-01","12.489740","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",108.714285714286
"5546","5954","V","2014-07-01","VAM","2014"," 7","Vampire",0,"FALSE","4/1/11","169.571429","FALSE","2001-12-01","12.571819","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",104.428571428571
"5547","5956","V","2014-08-01","VAM","2014"," 8","Vampire",0,"FALSE","4/1/11","174.000000","FALSE","2001-12-01","12.656635","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",100
"5548","5968","V","2014-09-01","VAM","2014"," 9","Vampire",0,"FALSE","4/1/11","178.428571","FALSE","2001-12-01","12.741450","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",95.5714285714286
"5549","5973","V","2014-10-01","VAM","2014","10","Vampire",0,"FALSE","4/1/11","182.714286","FALSE","2001-12-01","12.823529","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",91.2857142857143
"5550","5977","V","2014-11-01","VAM","2014","11","Vampire",0,"FALSE","4/1/11","187.142857","FALSE","2001-12-01","12.908345","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",86.8571428571429
"5551","5988","V","2014-12-01","VAM","2014","12","Vampire",0,"FALSE","4/1/11","191.428571","FALSE","2001-12-01","12.990424","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",82.5714285714286
"5552","6004","V","2015-02-01","VAM","2015"," 2","Vampire",0,"FALSE","4/1/11","200.285714","FALSE","2001-12-01","13.160055","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",73.7142857142857
"5553","6008","V","2015-03-01","VAM","2015"," 3","Vampire",0,"FALSE","4/1/11","204.285714","FALSE","2001-12-01","13.236662","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",69.7142857142857
"5554","6013","V","2015-04-01","VAM","2015"," 4","Vampire",0,"FALSE","4/1/11","208.714286","FALSE","2001-12-01","13.321477","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",65.2857142857143
"5555","6024","V","2015-05-01","VAM","2015"," 5","Vampire",0,"FALSE","4/1/11","213.000000","FALSE","2001-12-01","13.403557","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",61
"5556","6030","V","2015-06-01","VAM","2015"," 6","Vampire",0,"FALSE","4/1/11","217.428571","FALSE","2001-12-01","13.488372","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",56.5714285714286
"5557","6038","V","2015-07-01","VAM","2015"," 7","Vampire",0,"FALSE","4/1/11","221.714286","FALSE","2001-12-01","13.570451","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",52.2857142857143
"5558","6041","V","2015-08-01","VAM","2015"," 8","Vampire",0,"FALSE","4/1/11","226.142857","FALSE","2001-12-01","13.655267","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",47.8571428571429
"5559","6053","V","2015-09-01","VAM","2015"," 9","Vampire",0,"FALSE","4/1/11","230.571429","FALSE","2001-12-01","13.740082","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",43.4285714285714
"5560","6060","V","2015-10-01","VAM","2015","10","Vampire",0,"FALSE","4/1/11","234.857143","FALSE","2001-12-01","13.822161","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",39.1428571428571
"5561","6065","V","2015-11-01","VAM","2015","11","Vampire",0,"FALSE","4/1/11","239.285714","FALSE","2001-12-01","13.906977","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",34.7142857142857
"5562","6068","V","2015-12-01","VAM","2015","12","Vampire",0,"FALSE","4/1/11","243.571429","FALSE","2001-12-01","13.989056","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",30.4285714285714
"5563","6086","V","2016-02-01","VAM","2016"," 2","Vampire",0,"FALSE","4/1/11","252.428571","FALSE","2001-12-01","14.158687","A","3/9/11","Cycling","12/25/13","Lactating","N","2016-07-01",21.5714285714286
"5570","5684","V","2011-05-01","VES","2011"," 5","Vespa",0,"FALSE","4/1/11","  4.285714","FALSE","1994-04-17","17.025992","A","4/22/10","Cycling","4/22/10","Cycling","Y",NA,NA
"5571","5688","V","2011-06-01","VES","2011"," 6","Vespa",0,"FALSE","4/1/11","  8.714286","FALSE","1994-04-17","17.110807","A","4/22/10","Cycling","4/22/10","Cycling","Y",NA,NA
"5572","5696","V","2011-07-01","VES","2011"," 7","Vespa",0,"FALSE","4/1/11"," 13.000000","FALSE","1994-04-17","17.192886","A","4/22/10","Cycling","4/22/10","Cycling","Y",NA,NA
"5573","5702","V","2011-08-01","VES","2011"," 8","Vespa",0,"FALSE","4/1/11"," 17.428571","FALSE","1994-04-17","17.277702","A","4/22/10","Cycling","7/18/11","Pregnant","N",NA,NA
"5574","5710","V","2011-09-01","VES","2011"," 9","Vespa",0,"FALSE","4/1/11"," 21.857143","FALSE","1994-04-17","17.362517","A","4/22/10","Cycling","7/18/11","Pregnant","N",NA,NA
"5575","5711","V","2011-10-01","VES","2011","10","Vespa",0,"FALSE","4/1/11"," 26.142857","FALSE","1994-04-17","17.444596","A","4/22/10","Cycling","7/18/11","Pregnant","N",NA,NA
"5576","5719","V","2011-11-01","VES","2011","11","Vespa",0,"FALSE","4/1/11"," 30.571429","FALSE","1994-04-17","17.529412","A","4/22/10","Cycling","7/18/11","Pregnant","N",NA,NA
"5577","5727","V","2011-12-01","VES","2011","12","Vespa",0,"FALSE","4/1/11"," 34.857143","FALSE","1994-04-17","17.611491","A","4/22/10","Cycling","7/18/11","Pregnant","N",NA,NA
"5578","5737","V","2012-01-01","VES","2012"," 1","Vespa",0,"FALSE","4/1/11"," 39.285714","FALSE","1994-04-17","17.696306","A","4/22/10","Cycling","7/18/11","Pregnant","N",NA,NA
"5579","5743","V","2012-02-01","VES","2012"," 2","Vespa",0,"FALSE","4/1/11"," 43.714286","FALSE","1994-04-17","17.781122","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5580","5746","V","2012-03-01","VES","2012"," 3","Vespa",0,"FALSE","4/1/11"," 47.857143","FALSE","1994-04-17","17.860465","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5581","5758","V","2012-04-01","VES","2012"," 4","Vespa",0,"FALSE","4/1/11"," 52.285714","FALSE","1994-04-17","17.945280","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5582","5765","V","2012-05-01","VES","2012"," 5","Vespa",0,"FALSE","4/1/11"," 56.571429","FALSE","1994-04-17","18.027360","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5583","5773","V","2012-06-01","VES","2012"," 6","Vespa",0,"FALSE","4/1/11"," 61.000000","FALSE","1994-04-17","18.112175","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5584","5778","V","2012-07-01","VES","2012"," 7","Vespa",0,"FALSE","4/1/11"," 65.285714","FALSE","1994-04-17","18.194254","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5585","5785","V","2012-08-01","VES","2012"," 8","Vespa",0,"FALSE","4/1/11"," 69.714286","FALSE","1994-04-17","18.279070","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5586","5790","V","2012-09-01","VES","2012"," 9","Vespa",0,"FALSE","4/1/11"," 74.142857","FALSE","1994-04-17","18.363885","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5587","5797","V","2012-10-01","VES","2012","10","Vespa",0,"FALSE","4/1/11"," 78.428571","FALSE","1994-04-17","18.445964","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5588","5803","V","2012-11-01","VES","2012","11","Vespa",0,"FALSE","4/1/11"," 82.857143","FALSE","1994-04-17","18.530780","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5589","5813","V","2012-12-01","VES","2012","12","Vespa",0,"FALSE","4/1/11"," 87.142857","FALSE","1994-04-17","18.612859","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5590","5822","V","2013-01-01","VES","2013"," 1","Vespa",0,"FALSE","4/1/11"," 91.571429","FALSE","1994-04-17","18.697674","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5591","5827","V","2013-02-01","VES","2013"," 2","Vespa",0,"FALSE","4/1/11"," 96.000000","FALSE","1994-04-17","18.782490","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5592","5841","V","2013-03-01","VES","2013"," 3","Vespa",0,"FALSE","4/1/11","100.000000","FALSE","1994-04-17","18.859097","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5593","5847","V","2013-04-01","VES","2013"," 4","Vespa",0,"FALSE","4/1/11","104.428571","FALSE","1994-04-17","18.943912","A","4/22/10","Cycling","1/17/12","Lactating","N",NA,NA
"5594","5700","V","2011-08-01","VIE","2011"," 8","Vienna",0,"FALSE","4/1/11"," 17.428571","FALSE","2007-03-11"," 4.388509","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",256.571428571429
"5595","5705","V","2011-09-01","VIE","2011"," 9","Vienna",0,"FALSE","4/1/11"," 21.857143","FALSE","2007-03-11"," 4.473324","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",252.142857142857
"5596","5717","V","2011-10-01","VIE","2011","10","Vienna",0,"FALSE","4/1/11"," 26.142857","FALSE","2007-03-11"," 4.555404","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",247.857142857143
"5597","5721","V","2011-11-01","VIE","2011","11","Vienna",0,"FALSE","4/1/11"," 30.571429","FALSE","2007-03-11"," 4.640219","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",243.428571428571
"5598","5725","V","2011-12-01","VIE","2011","12","Vienna",0,"FALSE","4/1/11"," 34.857143","FALSE","2007-03-11"," 4.722298","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",239.142857142857
"5599","5736","V","2012-01-01","VIE","2012"," 1","Vienna",0,"FALSE","4/1/11"," 39.285714","FALSE","2007-03-11"," 4.807114","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",234.714285714286
"5600","5745","V","2012-02-01","VIE","2012"," 2","Vienna",0,"FALSE","4/1/11"," 43.714286","FALSE","2007-03-11"," 4.891929","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",230.285714285714
"5601","5752","V","2012-03-01","VIE","2012"," 3","Vienna",0,"FALSE","4/1/11"," 47.857143","FALSE","2007-03-11"," 4.971272","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",226.142857142857
"5602","5759","V","2012-04-01","VIE","2012"," 4","Vienna",0,"FALSE","4/1/11"," 52.285714","FALSE","2007-03-11"," 5.056088","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",221.714285714286
"5603","5762","V","2012-05-01","VIE","2012"," 5","Vienna",0,"FALSE","4/1/11"," 56.571429","FALSE","2007-03-11"," 5.138167","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",217.428571428571
"5604","5767","V","2012-06-01","VIE","2012"," 6","Vienna",0,"FALSE","4/1/11"," 61.000000","FALSE","2007-03-11"," 5.222982","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",213
"5605","5776","V","2012-07-01","VIE","2012"," 7","Vienna",0,"FALSE","4/1/11"," 65.285714","FALSE","2007-03-11"," 5.305062","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",208.714285714286
"5606","5784","V","2012-08-01","VIE","2012"," 8","Vienna",0,"FALSE","4/1/11"," 69.714286","FALSE","2007-03-11"," 5.389877","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",204.285714285714
"5607","5789","V","2012-09-01","VIE","2012"," 9","Vienna",0,"FALSE","4/1/11"," 74.142857","FALSE","2007-03-11"," 5.474692","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",199.857142857143
